Index_ID,Address from CSV,If match or not,,Geo coded Address with zipcode,Longitude,Latitude,Tigerline ID Side,STATE CODE:,COUNTY CODE,TRACT CODE,BLOCK CODE
35930,"8600 North Lamar Boulevard in, Austin, TX,",Match,Exact,"8600 N LAMAR BLVD, AUSTIN, TX, 78753","-97.70466050399995,30.354089600000066",616100927,L,48,453,1805,2014
122584,"18504 East Lake Terrace Drive in, Jonestown, TX,",Match,Exact,"18504 E LAKE TERRACE DR, JONESTOWN, TX, 78645","-97.92081266299994,30.499364094000043",63988724,R,48,453,1780,2030
29247,"6507 Luckenbach Ln in, Travis, TX,",No_Match,,,,,,,,,
55587,"5811 Melody Lane in, Travis, TX,",No_Match,,,,,,,,,
2321,"5505 E Hwy 71 in, Travis, TX,",No_Match,,,,,,,,,
72906,"9201 Cota in, Austin, TX,",No_Match,,,,,,,,,
31579,"1428 Poppy Seed Ln in, Austin, TX,",Match,Exact,"1428 POPPY SEED LN, AUSTIN, TX, 78741","-97.69204495299994,30.224434537000036",623910625,L,48,453,2312,3005
87177,"6503 Moonglow Dr in, Austin, TX,",Match,Exact,"6503 MOONGLOW DR, AUSTIN, TX, 78724","-97.64449790699996,30.296880694000038",63951938,R,48,453,2208,4009
4987,"400 West Elmo Street in, Austin, TX,",No_Match,,,,,,,,,
67561,"1210 West Braker Lane in, Austin, TX,",Match,Exact,"1210 W BRAKER LN, AUSTIN, TX, 78758","-97.69309160699999,30.384920813000065",642470530,R,48,453,1845,2009
11964,"6305 Okner Lane in, Austin, TX,",Match,Exact,"6305 OKNER LN, AUSTIN, TX, 78745","-97.79098580299996,30.203830233000076",63949342,L,48,453,2410,2004
102977,"2006 Arpdale Street in, Austin, TX,",Match,Exact,"2006 ARPDALE ST, AUSTIN, TX, 78704","-97.77682274399996,30.247956721000037",63943755,R,48,453,1304,3014
43542,"3801 North Lamar Boulevard in, Austin, TX,",Match,Exact,"3801 N LAMAR BLVD, AUSTIN, TX, 78756","-97.74218676999999,30.30657539500004",639535055,R,48,453,203,1007
72923,"6100 East Riverside Drive in, Austin, TX,",Match,Exact,"6100 E RIVERSIDE DR, AUSTIN, TX, 78741","-97.70610314799995,30.22622854900004",63949243,L,48,453,2318,2014
108299,"4703 Mount Vernon Drive in, Austin, TX,",Match,Exact,"4703 MOUNT VERNON DR, AUSTIN, TX, 78745","-97.78018702699995,30.219489701000043",642470220,L,48,453,2002,1023
17276,"11501 Arrowmound Pass in Del, Valle, TX,",No_Match,,,,,,,,,
138986,"4511 Norwood Lane in, Austin, TX,",Match,Exact,"4511 NORWOOD LN, AUSTIN, TX, 78744","-97.68851556599998,30.187153988000034",653225549,L,48,453,2432,1001
80527,"613 West 31St Half Street in, Austin, TX,",Match,Non_Exact,"613 W 31ST ST, AUSTIN, TX, 78705","-97.74199035599997,30.29826551800005",635281568,L,48,453,204,1028
108296,"3304 Hycreek in, Austin, TX,",Match,Non_Exact,"3304 HYCREEK DR, AUSTIN, TX, 78723","-97.67224170299994,30.305512548000024",63951385,L,48,453,2107,4007
79540,"5009 Ganymede Drive in, Austin, TX,",Match,Exact,"5009 GANYMEDE DR, AUSTIN, TX, 78727","-97.72780552199998,30.42918460900006",63926494,L,48,453,1828,2001
99146,"7600 Nez Perce in, Travis, TX,",No_Match,,,,,,,,,
29252,"15501 Jacobson Road in, Austin, TX,",No_Match,,,,,,,,,
32892,"2303 Wagon Grossing Path in, Austin, TX,",Match,Non_Exact,"2303 WAGON CROSSING PATH, AUSTIN, TX, 78744","-97.75552803299996,30.191869644000064",63949914,R,48,453,2412,3008
78214,"2003 Man O War in Del, Valle, TX,",No_Match,,,,,,,,,
55599,"6912 Meador Ave in, Austin, TX,",Match,Exact,"6912 MEADOR AVE, AUSTIN, TX, 78752","-97.69796266999998,30.326376355000036",63932651,L,48,453,1812,3036
81861,"8406 Garcreek Circle in, Austin, TX,",Match,Exact,"8406 GARCREEK CIR, AUSTIN, TX, 78724","-97.62902248499995,30.294318866000026",63952296,L,48,453,2202,2007
55598,"8105 Topanga Lane in, Austin, TX,",Match,Exact,"8105 TOPANGA LN, AUSTIN, TX, 78724","-97.63865044399995,30.284648068000024",63975963,L,48,453,2208,5017
88498,"1621 East 6Th Street in, Austin, TX,",Match,Exact,"1621 E 6TH ST, AUSTIN, TX, 78702","-97.72602197799995,30.262887103000025",63947129,R,48,453,902,4023
17244,"8909 Bill Hickock Pass in, Austin, TX,",Match,Non_Exact,"8909 BILL HICKCOCK PASS, AUSTIN, TX, 78748","-97.81431533599994,30.18126076200008",63998473,L,48,453,2423,2010
43532,"6203 Wing Feather Drive in, Austin, TX,",Match,Exact,"6203 WING FEATHER DR, AUSTIN, TX, 78744","-97.74919691099996,30.18640270700007",63950125,L,48,453,2412,2010
17246,"1120 Estes in, Austin, TX,",Match,Non_Exact,"1120 ESTES AVE, AUSTIN, TX, 78721","-97.68483368699998,30.267937672000073",63951650,L,48,453,2110,2016
87191,"7908 Brown Cemetary Road in, Manor, TX,",Match,Non_Exact,"7908 BROWN CEMETERY RD, MANOR, TX, 78653","-97.50830225199996,30.26810621000004",64123386,L,48,453,2210,1018
23927,"9722 Great Hills Trail in, Austin, TX,",Match,Exact,"9722 GREAT HILLS TRL, AUSTIN, TX, 78759","-97.75181212499996,30.394453954000028",64107991,L,48,453,1722,3003
104741,"20501 Quite Oaks Ln in, Travis, TX,",No_Match,,,,,,,,,
3684,"9325 North Lamar Boulevard in, Austin, TX,",Match,Exact,"9325 N LAMAR BLVD, AUSTIN, TX, 78753","-97.69742967899998,30.362282364000066",641800565,R,48,453,1806,1001
124354,"7404 Wildcat Pass in, Austin, TX,",Match,Exact,"7404 WILDCAT PASS, AUSTIN, TX, 78757","-97.72048699299995,30.342882664000058",648262962,L,48,453,1504,1011
1020,"7919 Tee Drive in, Austin, TX,",No_Match,,,,,,,,,
93870,"404 West Powell Lane in, Austin, TX,",No_Match,,,,,,,,,
116727,"2910 Tilmon Lane in, Austin, TX,",No_Match,,,,,,,,,
10613,"12020 Shropshire Boulevard in, Austin, TX,",Match,Exact,"12020 SHROPSHIRE BLVD, AUSTIN, TX, 78753","-97.65989706399995,30.38404630900004",63934589,L,48,453,1835,2003
35910,"2205 Sorret Tree Ct in, Austin, TX,",Match,Exact,"2205 SORRET TREE CT, AUSTIN, TX, 78744","-97.75226728399997,30.198515758000042",63949968,R,48,453,2411,3000
78246,"8502 Dryfield Drive in, Austin, TX,",Match,Exact,"8502 DRYFIELD DR, AUSTIN, TX, 78758","-97.71481881599999,30.359285106000073",63931933,L,48,453,1805,1004
124349,"16330 Fm 973 in, Manor, TX,",Match,Non_Exact,"16330 FM 973, MANOR, TX, 78653","-97.51741523599998,30.40200100900006",641597422,L,48,453,1859,1021
2346,"7809 Adelaide in, Austin, TX,",Match,Non_Exact,"7809 ADELAIDE DR, AUSTIN, TX, 78739","-97.91733492499998,30.191749496000057",624649717,L,48,453,1770,1001
78248,"20 N Ih 35 in, Austin, TX,",No_Match,,,,,,,,,
35919,"122 Blue Flax Lane in, Pflugerville, TX,",Match,Exact,"122 BLUE FLAX LN, PFLUGERVILLE, TX, 78660","-97.65880668499994,30.41899845200004",64001898,L,48,453,1840,1016
18579,"2524 Chateau Village Way in, Austin, TX,",Match,Exact,"2524 CHATEAU VILLAGE WAY, AUSTIN, TX, 78744","-97.76427946499996,30.171890105000045",64013233,L,48,453,2430,3003
128704,"100 East Brenham Street in, Manor, TX,",No_Match,,,,,,,,,
3679,"2903 Rae Dale in, Austin, TX,",No_Match,,,,,,,,,
71613,"8300 Bluff Springs Road in, Austin, TX,",Match,Exact,"8300 BLUFF SPRINGS RD, AUSTIN, TX, 78744","-97.76874457599996,30.16910575000003",640901275,R,48,453,2429,1010
87184,"1905 Aldrich Street in, Austin, TX,",No_Match,,,,,,,,,
87183,"10206 Talleyran Drive in, Austin, TX,",Match,Exact,"10206 TALLEYRAN DR, AUSTIN, TX, 78750","-97.80166961899994,30.42537859400005",64003574,L,48,453,1782,3007
113689,"2312 Rachael Street in, Austin, TX,",Match,Non_Exact,"2312 RACHAEL CT, AUSTIN, TX, 78748","-97.82727895299996,30.17738879600006",63940193,R,48,453,1747,1004
124342,"1911 Tillery Street in, Austin, TX,",Match,Exact,"1911 TILLERY ST, AUSTIN, TX, 78723","-97.70175003499998,30.283106365000037",63947955,R,48,453,2109,1013
99166,"500 North Interstate Highway 35 in, Austin, TX,",No_Match,,,,,,,,,
116714,"1551 Highway 71 in, Austin, TX,",No_Match,,,,,,,,,
99168,"1105 Mason in, Austin, TX,",Match,Non_Exact,"1105 MASON AVE, AUSTIN, TX, 78721","-97.68553443799999,30.272198855000056",63951565,R,48,453,2110,1032
80553,"11821 Terraza Circle in, Austin, TX,",No_Match,,,,,,,,,
57315,"1801 South Lakeline Boulevard in Cedar, Park, TX,",No_Match,,,,,,,,,
11958,"208 Jockey Bluff Cv in, Austin, TX,",Match,Exact,"208 JOCKEY BLUFF COVE, AUSTIN, TX, 78748","-97.80945005799998,30.146515210000075",64034604,R,48,453,2407,1030
59972,"6206 Felix Avenue in, Austin, TX,",Match,Exact,"6206 FELIX AVE, AUSTIN, TX, 78741","-97.69829673399994,30.236059916000045",641456009,L,48,453,2317,1012
79567,"2318 Webberville Road in, Austin, TX,",Match,Exact,"2318 WEBBERVILLE RD, AUSTIN, TX, 78702","-97.71530330399997,30.26246780500003",63947845,L,48,453,901,1019
59975,"12300 Harris Branch Parkway in, Manor, TX,",Match,Exact,"12300 HARRIS BRANCH PKWY, MANOR, TX, 78653","-97.61301298299998,30.369543927000052",640806747,L,48,453,1856,2008
113693,"4711 Franklin Park in, Austin, TX,",Match,Non_Exact,"4711 FRANKLIN PARK DR, AUSTIN, TX, 78744","-97.74156166399996,30.19771996000003",63950034,R,48,453,2413,1005
81880,"9400 West Parmer Lane in, Austin, TX,",Match,Exact,"9400 W PARMER LN, AUSTIN, TX, 78717","-97.76632799599997,30.47998154800007",126456782,L,48,491,20508,1008
134573,"6016 Fairway Street in, Austin, TX,",Match,Exact,"6016 FAIRWAY ST, AUSTIN, TX, 78741","-97.70533282099996,30.229838422000057",63949228,L,48,453,2318,2000
103416,"6604 Antelope Circle in, Austin, TX,",Match,Exact,"6604 ANTELOPE CIR, AUSTIN, TX, 78745","-97.79149718399998,30.199694992000047",63949362,R,48,453,2410,2011
31546,"2631 S Cap Tx Hwy in, Austin, TX,",No_Match,,,,,,,,,
71606,"10308 Brownie Drive in, Austin, TX,",Match,Exact,"10308 BROWNIE DR, AUSTIN, TX, 78753","-97.68434199699999,30.36857763100005",63934255,L,48,453,1823,1006
17259,"6717 Moores Fairy Dr in, Travis, TX,",No_Match,,,,,,,,,
71623,"1504 Darold Drive in, Austin, TX,",No_Match,,,,,,,,,
112344,"9613 Carson Creek in, Austin, TX,",No_Match,,,,,,,,,
112343,"2417 Blue Meadow Drive in, Austin, TX,",Match,Exact,"2417 BLUE MEADOW DR, AUSTIN, TX, 78744","-97.76110785999998,30.180316697000023",63950223,R,48,453,2427,2010
126994,"4517 Rimrock in, Austin, TX,",Match,Non_Exact,"4517 RIMROCK TRL, AUSTIN, TX, 78723","-97.68427089299996,30.289361072000077",63951306,R,48,453,2107,1000
11918,"9300 Carson Creek Blvd in, Travis, TX,",No_Match,,,,,,,,,
58651,"1905 Nightview Dr in, Travis, TX,",No_Match,,,,,,,,,
125660,"5967 Hammermill Run in, Austin, TX,",Match,Exact,"5967 HAMMERMILL RUN, AUSTIN, TX, 78744","-97.74719406599996,30.188460494000026",64013244,L,48,453,2412,1006
78262,"9304 East Hunters Trace in, Austin, TX,",Match,Non_Exact,"9304 HUNTERS TRCE, AUSTIN, TX, 78758","-97.71035056099998,30.368101102000026",641800840,L,48,453,1820,3007
83606,"9008 Hunters Chase Drive in, Austin, TX,",No_Match,,,,,,,,,
20877,"10709 Arikara River Drive in, Austin, TX,",Match,Exact,"10709 ARIKARA RIVER DR, AUSTIN, TX, 78748","-97.81528506899997,30.155556829000034",63956311,R,48,453,2421,2004
93890,"2426 Riverside in, Austin, TX,",No_Match,,,,,,,,,
79596,"2301 South 5Th Street in, Austin, TX,",Match,Exact,"2301 S 5TH ST, AUSTIN, TX, 78704","-97.76419345499994,30.244817460000036",63944669,L,48,453,1305,2019
104718,"10600 Wagon Road West in, Austin, TX,",Match,Exact,"10600 WAGON RD W, AUSTIN, TX, 78736","-97.97801688199996,30.237881637000044",64123007,L,48,453,1768,1008
58658,"2107 New York Avenue in, Austin, TX,",Match,Non_Exact,"2107 NEW YORK AVE, AUSTIN, TX, 78702","-97.71761577399997,30.273078648000023",63947032,R,48,453,804,1006
2368,"5106 Village Square Drive in, Austin, TX,",Match,Exact,"5106 VILLAGE SQUARE DR, AUSTIN, TX, 78744","-97.74425076299997,30.188171341000043",63950191,L,48,453,2413,3008
59983,"3017 Ih 35 in, Austin, TX,",No_Match,,,,,,,,,
80588,"5121 Albert Brown Drive in, Travis, TX,",No_Match,,,,,,,,,
112351,"6303 Ringsby Rd in, Austin, TX,",Match,Exact,"6303 RINGSBY RD, AUSTIN, TX, 78747","-97.74316711599994,30.15992887300007",633183990,L,48,453,2426,1020
137614,"1909 West Loop in, Austin, TX,",Match,Exact,"1909 WEST LOOP, AUSTIN, TX, 78758","-97.71778509499995,30.37249851200005",641675853,L,48,453,1820,2006
138943,"2901 South Capital Texas Highway in, Austin, TX,",No_Match,,,,,,,,,
6742,"8610 Ranch Road 620 in, Austin, TX,",No_Match,,,,,,,,,
137613,"4610 Bucks Run in, Austin, TX,",Match,Exact,"4610 BUCKS RUN, AUSTIN, TX, 78744","-97.75519576599999,30.18000896500007",63950257,L,48,453,2427,1006
112333,"5612 War Admiral Dr in, Austin, TX,",No_Match,,,,,,,,,
2383,"6900 Derby Downs Drive in, Austin, TX,",Match,Exact,"6900 DERBY DOWNS DR, AUSTIN, TX, 78747","-97.74062342999997,30.149996748000035",624864173,L,48,453,2426,1061
99188,"1182 Hargrave Street in, Austin, TX,",Match,Exact,"1182 HARGRAVE ST, AUSTIN, TX, 78702","-97.70904488999997,30.27336548200003",63947752,L,48,453,802,3000
1050,"2300 Jennibeth Lane in, Austin, TX,",Match,Non_Exact,"2300 JENIBETH LN, AUSTIN, TX, 78744","-97.76563975399995,30.176343279000037",64008068,L,48,453,2430,3006
39481,"7009 Astroview Drive in, Austin, TX,",Match,Non_Exact,"7009 ASTRO VIEW DR, AUSTIN, TX, 78724","-97.64431955099997,30.29698320600005",63951940,R,48,453,2208,4009
60979,"9401 Highway 183 South in, Austin, TX,",No_Match,,,,,,,,,
99184,"6117 Blue Stem in, Austin, TX,",Match,Non_Exact,"6117 BLUE STEM TRL, AUSTIN, TX, 78735","-97.88285666999997,30.249631931000067",624690330,R,48,453,1908,2016
5409,"1608 Barton Springs Road in, Austin, TX,",Match,Exact,"1608 BARTON SPRINGS RD, AUSTIN, TX, 78704","-97.76172010099998,30.262188098000024",63942978,R,48,453,1303,1004
29211,"14203 Rosseau Street in, Austin, TX,",Match,Exact,"14203 ROSSEAU ST, AUSTIN, TX, 78725","-97.58664834099994,30.243419610000046",651650257,L,48,453,2207,2014
78255,"2412 Bitter Creek Drive in, Austin, TX,",Match,Exact,"2412 BITTER CREEK DR, AUSTIN, TX, 78744","-97.75775228499998,30.182299123000064",63949941,L,48,453,2427,1003
126978,"1700 Onion Creek Parkway in, Austin, TX,",Match,Exact,"1700 ONION CREEK PKWY, AUSTIN, TX, 78748","-97.79806373999998,30.137223375000076",623906033,R,48,453,2407,1023
60985,"7601 Rialto in, Austin, TX,",No_Match,,,,,,,,,
84934,"11100 Alterra Parkway in, Austin, TX,",No_Match,,,,,,,,,
60984,"12008 Plains Valley Drive in Del, Valle, TX,",No_Match,,,,,,,,,
58664,"12901 North Interstate Hwy 35 Building 7 in, Austin, TX,",No_Match,,,,,,,,,
29214,"1208 Coaches Crossing in, Pflugerville, TX,",Match,Exact,"1208 COACHES CROSSING, PFLUGERVILLE, TX, 78660","-97.65671248299998,30.444968532000075",63999701,L,48,453,1840,3038
10605,"11216 Jollyville Rd 216 in, Austin, TX,",Match,Exact,"11216 JOLLYVILLE RD, AUSTIN, TX, 78759","-97.74765912999999,30.40893912100006",63927648,L,48,453,2500,3000
84931,"305 E Browning Dr in, Manor, TX,",No_Match,,,,,,,,,
59997,"1508 South Lamar Boulevard in, Austin, TX,",Match,Exact,"1508 S LAMAR BLVD, AUSTIN, TX, 78704","-97.76330032199996,30.25322366000006",649358860,R,48,453,1303,2006
104720,"814 King Albert in, Austin, TX,",Match,Non_Exact,"814 KING ALBERT ST, AUSTIN, TX, 78745","-97.78771541899994,30.20338374100004",63949353,R,48,453,2410,2003
137620,"2301 Quicksilver Boulevard in, Austin, TX,",Match,Exact,"2301 QUICKSILVER BLVD, AUSTIN, TX, 78744","-97.76607066899999,30.176643114000058",63949781,R,48,453,2430,3002
101697,"11139 N Ih 35 in, Austin, TX,",No_Match,,,,,,,,,
100367,"14301 North Ih 35 in, Pflugerville, TX,",No_Match,,,,,,,,,
113670,"1901 Margelen Way in, Austin, TX,",No_Match,,,,,,,,,
18568,"1700 E Slaughter Lane in, Austin, TX,",Match,Non_Exact,"1700 W SLAUGHTER LN, AUSTIN, TX, 78748","-97.82044725299994,30.17388064000005",63940243,R,48,453,1747,1000
100369,"1701 Congress Avenue in, Austin, TX,",Match,Exact,"1701 CONGRESS AVE, AUSTIN, TX, 78701","-97.73880474599997,30.27884252100006",63946322,R,48,453,700,1025
133260,"15501 Hebbe Lane in, Pflugerville, TX,",Match,Exact,"15501 HEBBE LN, PFLUGERVILLE, TX, 78660","-97.64844196499996,30.44208220300004",63933419,R,48,453,1840,3028
31525,"2320 Gracy Farms Ln in, Austin, TX,",Match,Exact,"2320 GRACY FARMS LN, AUSTIN, TX, 78758","-97.70841029199994,30.40181897700006",64064535,R,48,453,1849,3000
2397,"2431 Forbes Drive in, Austin, TX,",Match,Exact,"2431 FORBES DR, AUSTIN, TX, 78754","-97.66991646799994,30.333270456000037",63935036,R,48,453,1834,1009
123060,"15507 Brenda Street in, Austin, TX,",Match,Exact,"15507 BRENDA ST, AUSTIN, TX, 78728","-97.67107506599996,30.452722463000043",64007946,R,48,453,1851,3026
59086,"15502 Ullman in, Austin, TX,",Match,Non_Exact,"15502 ULLMAN DR, AUSTIN, TX, 78734","-97.93900744199999,30.385752731000025",63923638,R,48,453,1742,1024
51120,"5604 Farm To Market 1327 in, Creedmoor, TX,",No_Match,,,,,,,,,
53786,"7915 Brockman Street in, Austin, TX,",Match,Exact,"7915 BROCKMAN ST, AUSTIN, TX, 78757","-97.72968383199998,30.356643434000034",63930915,R,48,453,1818,3017
128744,"10402 Little Pebble Drive in, Austin, TX,",Match,Exact,"10402 LITTLE PEBBLE DR, AUSTIN, TX, 78758","-97.71123361499997,30.381816469000057",63930376,L,48,453,1821,3018
5412,"1609 Singleton Ave in, Austin, TX,",Match,Exact,"1609 SINGLETON AVE, AUSTIN, TX, 78702","-97.71461280199998,30.277817259000074",63947627,R,48,453,803,1020
84045,"210 Azie Morton Road in, Austin, TX,",No_Match,,,,,,,,,
56817,"15224 Sarahs Creek Dr in, Travis, TX,",No_Match,,,,,,,,,
20051,"7121 Hart Lane in, Austin, TX,",Match,Exact,"7121 HART LN, AUSTIN, TX, 78731","-97.75635127399994,30.35544606900004",64023747,R,48,453,1752,3001
21381,"812 & Elroy in, Travis, TX,",No_Match,,,,,,,,,
