Index_ID,Address from CSV,If match or not,,Geo coded Address with zipcode,Longitude,Latitude,Tigerline ID Side,STATE CODE:,COUNTY CODE,TRACT CODE,BLOCK CODE
124352,"13015 Irby Pass in, Austin, TX,",Match,Exact,"13015 IRBY PASS, AUSTIN, TX, 78729","-97.75887698199995,30.448241774000053",126471696,R,48,491,20410,3000
78241,"228 Camperdown Elm Dr in, Austin, TX,",Match,Exact,"228 CAMPERDOWN ELM DR, AUSTIN, TX, 78748","-97.80205243899997,30.15464813600005",638301769,L,48,453,2438,1004
142184,"6611 Hergotz Ln in, Austin, TX,",Match,Exact,"6611 HERGOTZ LN, AUSTIN, TX, 78742","-97.68463370299997,30.24524208300005",620794851,R,48,453,2310,2027
42207,"1300 Mckie in, Austin, TX,",Tie,,,,,,,,,
58634,"1705 Melissa Oaks Ln in, Austin, TX,",Match,Exact,"1705 MELISSA OAKS LN, AUSTIN, TX, 78744","-97.78405107599997,30.159252603000027",625265848,L,48,453,2451,2000
79576,"900 Broken Feather Trail in, Pflugerville, TX,",Match,Exact,"900 BROKEN FEATHER TRL, PFLUGERVILLE, TX, 78660","-97.64031588299997,30.43653537000006",647955248,L,48,453,44400,2000
10614,"6941 Felipe Dr in, Austin, TX,",Match,Exact,"6941 FELIPE DR, AUSTIN, TX, 78747","-97.73705570699997,30.153152762000047",64006715,R,48,453,2440,2022
80561,"4212 Boatwright Cove in, Austin, TX,",Match,Exact,"4212 BOATWRIGHT COVE, AUSTIN, TX, 78725","-97.58616727699996,30.24155307700005",63961994,L,48,453,2216,1059
58631,"1515 Wickersham Ln in, Austin, TX,",Match,Exact,"1515 WICKERSHAM LN, AUSTIN, TX, 78741","-97.71799520399998,30.23634468800003",64016034,R,48,453,2324,3000
32881,"2425 Ashdale in, Austin, TX,",Match,Non_Exact,"2425 ASHDALE DR, AUSTIN, TX, 78757","-97.73079311499998,30.358899175000033",64023821,L,48,453,40400,2010
125678,"407 Blue Berry in, Austin, TX,",Match,Non_Exact,"407 BLUEBERRY HILL, AUSTIN, TX, 78745","-97.78230446199996,30.201604677000034",63949400,L,48,453,2444,2019
111042,"5315 Wellington in, Austin, TX,",Match,Non_Exact,"5315 WELLINGTON DR, AUSTIN, TX, 78723","-97.68547819899999,30.301530892000073",63951181,R,48,453,2106,2010
103405,"12812 Briarcreek Loop in, Travis, TX,",No_Match,,,,,,,,,
17248,"7319 Geneva Dr in, Austin, TX,",Match,Exact,"7319 GENEVA DR, AUSTIN, TX, 78723","-97.67664404599998,30.322681430000046",63935082,R,48,453,2113,3006
134567,"8000 Daffan Lane in, Austin, TX,",Match,Exact,"8000 DAFFAN LN, AUSTIN, TX, 78724","-97.62164328799997,30.315136737000046",64123381,L,48,453,2221,1011
44851,"8513 Brookfield Dr in, Austin, TX,",Match,Exact,"8513 BROOKFIELD DR, AUSTIN, TX, 78758","-97.71317537499999,30.358815081000046",63931940,R,48,453,40100,1005
44854,"2505 W Parmer in, Austin, TX,",No_Match,,,,,,,,,
22605,"8300 N Ih 35 in, Austin, TX,",No_Match,,,,,,,,,
72943,"7501 Bluff Springs in, Austin, TX,",Match,Non_Exact,"7501 BLUFF SPRINGS RD, AUSTIN, TX, 78744","-97.76977294999995,30.177471720000028",64123784,L,48,453,2430,3004
133239,"7803 Dee Gabriel Collins in, Travis, TX,",No_Match,,,,,,,,,
92535,"4808 Rustown Drive in, Austin, TX,",Match,Exact,"4808 RUSTOWN DR, AUSTIN, TX, 78727","-97.73182675399994,30.419576611000025",63926585,R,48,453,31600,2001
112357,"1909 Blue Meadow in, Austin, TX,",Match,Non_Exact,"1909 BLUE MEADOW DR, AUSTIN, TX, 78744","-97.76718282599995,30.18302589700005",63949715,R,48,453,2441,1011
135894,"4604 Magin Myrtle in, Austin, TX,",No_Match,,,,,,,,,
133234,"8106 Brodie in, Austin, TX,",Match,Non_Exact,"8106 BRODIE LN, AUSTIN, TX, 78745","-97.83776263999994,30.20257762600005",63939706,R,48,453,33500,1020
2364,"502 W Longspur Blvd in, Austin, TX,",Match,Non_Exact,"502 LONGSPUR BLVD W, AUSTIN, TX, 78753","-97.69151743299994,30.366353266000033",63930828,R,48,453,41000,4002
142191,"16001 Cameron Road in, Travis, TX,",No_Match,,,,,,,,,
79560,"3000 E 51St St in, Austin, TX,",Match,Non_Exact,"3000 E 51ST ST, AUSTIN, TX, 78723","-97.68443868999998,30.296867387000077",63951292,L,48,453,2107,2010
84906,"9219 Independence Loop in, Austin, TX,",Match,Exact,"9219 INDEPENDENCE LOOP, AUSTIN, TX, 78748","-97.81241856799994,30.177331621000064",63998472,L,48,453,2423,2005
6719,"1037 East 44Th Street in, Austin, TX,",Match,Exact,"1037 E 44TH ST, AUSTIN, TX, 78751","-97.71732225699998,30.301906040000063",63946009,R,48,453,302,1006
10623,"5601 Adair in, Austin, TX,",Match,Non_Exact,"5601 ADAIR DR, AUSTIN, TX, 78754","-97.61825328499998,30.363428862000035",635101414,L,48,453,42400,2005
126995,"12009 Green Leaf Dr in, Travis, TX,",No_Match,,,,,,,,,
92528,"1303 Village West in, Travis, TX,",No_Match,,,,,,,,,
111030,"6201 Club Terrace Dr in, Austin, TX,",Match,Exact,"6201 CLUB TER, AUSTIN, TX, 78741","-97.69884057899998,30.234184397000035",641456021,R,48,453,2325,3006
103413,"20 North Interstate 35 in, Austin, TX,",No_Match,,,,,,,,,
104743,"7307 E Riverside Dr in, Austin, TX,",Match,Non_Exact,"7307 E RIVERSIDE DR, AUSTIN, TX, 78741","-97.69356271499998,30.22012850300007",64036196,R,48,453,2320,1008
104748,"13516 Gilwell in Del, Valle, TX,",No_Match,,,,,,,,,
31545,"5700 Cameron Rd in, Austin, TX,",Match,Exact,"5700 CAMERON RD, AUSTIN, TX, 78723","-97.70209827799994,30.315316782000025",63932737,L,48,453,2105,4010
112349,"3600 Autumn Bay in, Austin, TX,",Match,Non_Exact,"3600 AUTUMN BAY DR, AUSTIN, TX, 78744","-97.69528996399998,30.200020877000043",628008555,L,48,453,2448,2003
116707,"11682 Maha Loop in, Austin, TX,",Match,Non_Exact,"11682 MAHA LOOP RD, AUSTIN, TX, 78719","-97.68731571199999,30.101981753000075",641773574,L,48,453,2436,1027
23901,"7132 W 71 Hwy in, Austin, TX,",No_Match,,,,,,,,,
39496,"2707 S Ih 35 in, Austin, TX,",No_Match,,,,,,,,,
101690,"8700 Block Of Southwick Dr in, Austin, TX,",Match,Exact,"8700 SOUTHWICK DR, AUSTIN, TX, 78724","-97.62911540899995,30.28120960800004",627052567,R,48,453,2211,1010
101691,"5203 Iron St in, Austin, TX,",No_Match,,,,,,,,,
100362,"8100 S. 1St St. in, Austin, TX,",Match,Non_Exact,"8100 S 1ST ST, AUSTIN, TX, 78748","-97.79393267899997,30.182202437000058",63998478,R,48,453,2423,3007
2375,"1801 E 4Th St in, Austin, TX,",Match,Non_Exact,"1801 E 4TH ST, AUSTIN, TX, 78702","-97.72436152899996,30.260161699000037",63947151,R,48,453,902,4045
43519,"10600 Georgian Dr in, Austin, TX,",Match,Exact,"10600 GEORGIAN DR, AUSTIN, TX, 78753","-97.68562076199999,30.372468797000067",63934216,L,48,453,41000,1009
124330,"1601 E Slaughter Ln in, Travis, TX,",No_Match,,,,,,,,,
54294,"2934 Pannell St in, Austin, TX,",Match,Exact,"2934 PANNELL ST, AUSTIN, TX, 78722","-97.70635599399998,30.28425323700003",63947715,L,48,453,402,2004
116703,"13 Club Estates in, Lakeway, TX,",Match,Non_Exact,"13 CLUB ESTATES PKWY, LAKEWAY, TX, 78738","-97.99410980199997,30.348884800000064",64007823,L,48,453,36900,2012
20876,"2705 Rundberg in, Austin, TX,",No_Match,,,,,,,,,
83607,"1657 Chippeway Lane in, Austin, TX,",Match,Exact,"1657 CHIPPEWAY LN, AUSTIN, TX, 78745","-97.79970064999998,30.20352994500007",63940433,L,48,453,2409,2005
31530,"1104 Crown Ridge Path in, Austin, TX,",Match,Exact,"1104 CROWN RIDGE PATH, AUSTIN, TX, 78753","-97.68106973599998,30.357670942000027",63992142,L,48,453,41600,1006
57327,"1601 E Slaughter Ln Lot 282 in, Austin, TX,",Tie,,,,,,,,,
84945,"2502 Citation in, Austin, TX,",No_Match,,,,,,,,,
133253,"12707 Scissortail in, Austin, TX,",No_Match,,,,,,,,,
17226,"1505 Darold Dr in, Austin, TX,",No_Match,,,,,,,,,
137615,"5533 Burnet Rd in, Austin, TX,",Match,Exact,"5533 BURNET RD, AUSTIN, TX, 78756","-97.73992695199996,30.33059114200006",63931341,R,48,453,205,1000
70302,"2206 Mountain View Dr in, Austin, TX,",Match,Non_Exact,"2206 MOUNTAIN VIEW RD, AUSTIN, TX, 78703","-97.77145241299996,30.297334508000063",63941327,L,48,453,1604,4002
71636,"9225 S 183 in, Travis, TX,",No_Match,,,,,,,,,
111008,"10463 Sprinkle Rd in, Austin, TX,",Match,Exact,"10463 SPRINKLE RD, AUSTIN, TX, 78754","-97.64753252499997,30.352272209000034",63935220,R,48,453,43600,1009
40471,"3000 Shoreline in, Travis, TX,",No_Match,,,,,,,,,
38153,"2101 Elmont Drive in, Austin, TX,",Match,Exact,"2101 ELMONT DR, AUSTIN, TX, 78741","-97.72577359799999,30.24143580200007",64015971,R,48,453,2304,3008
20882,"6600 Elm Creek #119 in, Austin, TX,",No_Match,,,,,,,,,
111004,"5408 S Hearsey in, Austin, TX,",No_Match,,,,,,,,,
126982,"8911 Trone Circle in, Austin, TX,",Match,Exact,"8911 TRONE CIR, AUSTIN, TX, 78758","-97.71032401499997,30.362792197000033",63930531,R,48,453,40700,1010
43504,"15208 Valerian Tea Dr in, Travis, TX,",No_Match,,,,,,,,,
11932,"2412 Wagon Crossing Path in, Austin, TX,",Match,Exact,"2412 WAGON CROSSING PATH, AUSTIN, TX, 78744","-97.75460230499999,30.19100843500007",63949914,L,48,453,2412,3004
125646,"4509 Aristocrat Dr in, Travis, TX,",No_Match,,,,,,,,,
32851,"4500 E 71 in, Austin, TX,",No_Match,,,,,,,,,
19899,"6103 Manor Rd #118 in, Austin, TX,",Match,Exact,"6103 MANOR RD, AUSTIN, TX, 78723","-97.67802855899998,30.307867334000036",63951221,R,48,453,2107,4004
124319,"8220 Tx-71 in, Austin, TX,",No_Match,,,,,,,,,
32855,"9202 Mckenzie Rd in, Austin, TX,",Match,Exact,"9202 MCKENZIE RD, AUSTIN, TX, 78719","-97.69521944999997,30.143452276000062",64012419,L,48,453,2436,1006
6738,"8529 Grandview in, Jonestown, TX,",Match,Non_Exact,"8529 GRANDVIEW DR, JONESTOWN, TX, 78645","-97.94152248199998,30.473717709000027",641738160,L,48,453,37600,2026
20059,"2511 Rockridge in, Austin, TX,",Match,Non_Exact,"2511 ROCKRIDGE DR, AUSTIN, TX, 78744","-97.75506681099995,30.18268481800004",63949952,R,48,453,2442,1003
6751,"1100 Shady Ln in, Austin, TX,",Match,Exact,"1100 SHADY LN, AUSTIN, TX, 78721","-97.69318449699995,30.25999625600008",63948178,L,48,453,2111,3014
65765,"12110 Lavinia in, Austin, TX,",Match,Non_Exact,"12110 LAVINIA LN, AUSTIN, TX, 78753","-97.66186362499997,30.388249657000074",63934519,L,48,453,43800,2009
124392,"928 Melted Candle Cv in, Austin, TX,",No_Match,,,,,,,,,
52454,"808 Gunter in, Austin, TX,",Match,Non_Exact,"808 GUNTER ST, AUSTIN, TX, 78702","-97.70166034199997,30.259255291000045",63948110,L,48,453,902,1001
88405,"11212 Renel Dr in, Austin, TX,",Match,Exact,"11212 RENEL DR, AUSTIN, TX, 78758","-97.69494718699997,30.384637604000034",641676790,L,48,453,41900,2010
52458,"4700 E Riverside #627 in, Austin, TX,",No_Match,,,,,,,,,
21383,"12405 Twin Creek in, Travis, TX,",No_Match,,,,,,,,,
135055,"2124 Burton Dr. in, Austin, TX,",Match,Exact,"2124 BURTON DR, AUSTIN, TX, 78741","-97.73247999799997,30.23251952700008",650111177,R,48,453,2315,1001
85378,"14903 Bern Dr in Del, Valle, TX,",No_Match,,,,,,,,,
6746,"760 Airport Blvd in, Austin, TX,",Match,Exact,"760 AIRPORT BLVD, AUSTIN, TX, 78702","-97.69268316899996,30.25457612500003",63949050,L,48,453,2111,2014
37733,"1900 Chicon St in, Austin, TX,",Match,Exact,"1900 CHICON ST, AUSTIN, TX, 78722","-97.72125569199994,30.279891535000047",63946911,L,48,453,402,3037
85376,"6305 E Riverside Dr in, Austin, TX,",Match,Non_Exact,"6305 E RIVERSIDE DR, AUSTIN, TX, 78741","-97.70325192699994,30.224799310000037",64036195,R,48,453,2320,1017
85373,"11216 Prairie Dove Cir in, Austin, TX,",Match,Exact,"11216 PRAIRIE DOVE CIR, AUSTIN, TX, 78758","-97.70478773299999,30.38946406900004",63974807,L,48,453,41700,1002
37736,"8904 Chisholm Ln in, Austin, TX,",Match,Exact,"8904 CHISHOLM LN, AUSTIN, TX, 78748","-97.80976183499996,30.17961957700004",641678146,R,48,453,2423,2005
56815,"1106 Somerset Ave in, Austin, TX,",Match,Exact,"1106 SOMERSET AVE, AUSTIN, TX, 78753","-97.67487726499996,30.36578405800003",63934448,L,48,453,41600,2014
36406,"620 And Parmer Ln in, Austin, TX,",No_Match,,,,,,,,,
59093,"5315 Wellington Dr in, Austin, TX,",Match,Exact,"5315 WELLINGTON DR, AUSTIN, TX, 78723","-97.68547819899999,30.301530892000073",63951181,R,48,453,2106,2010
20068,"1139 Richardine Ave in, Austin, TX,",Match,Exact,"1139 RICHARDINE AVE, AUSTIN, TX, 78721","-97.68580085199994,30.269832245000032",63951641,R,48,453,2110,1008
139416,"1900 N Ih 35 Sb Service in, Austin, TX,",No_Match,,,,,,,,,
104793,"12034 Research Blvd in, Austin, TX,",Match,Exact,"12034 RESEARCH BLVD, AUSTIN, TX, 78759","-97.75026768999999,30.424320454000053",64027032,R,48,453,2500,2014
102134,"8601 Vertex Blvd in, Austin, TX,",No_Match,,,,,,,,,
111067,"11402 Joy St. in, Travis, TX,",No_Match,,,,,,,,,
45345,"11804 North Oaks Dr in, Austin, TX,",Match,Exact,"11804 N OAKS DR, AUSTIN, TX, 78753","-97.67239191499999,30.384006062000026",63934325,L,48,453,41500,2011
139415,"10505 Moore Rd in, Travis, TX,",No_Match,,,,,,,,,
1077,"1503 Morgan Ln in, Austin, TX,",Match,Exact,"1503 MORGAN LN, AUSTIN, TX, 78704","-97.78096731799997,30.22946654100008",63944048,L,48,453,2006,1007
96014,"1407 Suzi Lane in, Pflugerville, TX,",Match,Exact,"1407 SUZI LN, PFLUGERVILLE, TX, 78660","-97.65407413799994,30.45812025200007",64003411,L,48,453,46500,1018
127410,"4400 S Ih 35 in, Austin, TX,",No_Match,,,,,,,,,
24427,"7323 Dixie Rd. in, Austin, TX,",Match,Non_Exact,"7323 DIXIE DR, AUSTIN, TX, 78744","-97.74445512499994,30.167074334000063",63950426,L,48,453,2439,1004
33369,"2341 Corta St in, Austin, TX,",Match,Exact,"2341 CORTA ST, AUSTIN, TX, 78702","-97.71772623499999,30.25648386000006",648443257,R,48,453,902,3026
32037,"2802 Webberville Rd in, Austin, TX,",Match,Exact,"2802 WEBBERVILLE RD, AUSTIN, TX, 78702","-97.71015046799994,30.264839925000047",63947880,L,48,453,802,3005
52465,"4907 Dry Oak Trl in, Austin, TX,",No_Match,,,,,,,,,
76410,"1827 Bitter Creek in, Austin, TX,",Match,Non_Exact,"1827 BITTER CREEK DR, AUSTIN, TX, 78744","-97.76706989199994,30.186256756000034",63949705,R,48,453,2441,1006
127404,"9708 Rodriguez Rd in, Austin, TX,",Match,Exact,"9708 RODRIGUEZ RD, AUSTIN, TX, 78747","-97.70676009299996,30.116977226000074",637877170,L,48,453,2432,1079
34696,"1601 E. Slaughter in, Austin, TX,",No_Match,,,,,,,,,
53797,"1200 E 51St in, Austin, TX,",No_Match,,,,,,,,,
33363,"1101 Springdale in, Austin, TX,",Match,Non_Exact,"1101 SPRINGDALE RD, AUSTIN, TX, 78721","-97.69039367499994,30.273597794000068",63948061,R,48,453,2110,1000
52469,"612 Irma Dr in, Austin, TX,",Match,Exact,"612 IRMA DR, AUSTIN, TX, 78752","-97.71922410799999,30.33124013500003",63931620,R,48,453,1503,3005
140401,"1512 Pheasant Ln in, Travis, TX,",No_Match,,,,,,,,,
77746,"1712 East 11Th St in, Austin, TX,",Match,Exact,"1712 E 11TH ST, AUSTIN, TX, 78702","-97.72233067299999,30.26669399700006",63947118,L,48,453,804,2037
